STT;SBD;GioiTinh;KV;HocLuc;HanhKiem;DTBLop12;MaHuyen;MaTruongPT;TO;VA;LI;HO;SI;SU;DI;GDCD;NN;
1400;37001400;Nu;2;Gioi;Tot;8,3;01;001;8,4;8;;;;7,5;6,25;8,25;8;
1401;37001401;Nu;2NT;;;;03;042;7,6;;;;;;;;;
1402;37001402;Nu;2;Kha;Tot;7,9;01;001;8,8;7,75;;;;6;5,75;6,75;7,6;
1403;37001403;Nam;2;;;;10;016;8,8;;9;8,25;;;;;;
1404;37001404;Nam;2;Kha;Tot;7,3;01;001;8,6;7;8;4,5;4,5;;;;7,2;
1405;37001405;Nam;2;Gioi;Tot;8,1;01;001;8;4;7;4;2,25;;;;8,2;
1406;37001406;Nam;2;Gioi;Tot;8,2;01;001;8,8;6,25;8;1,75;4,5;;;;5,8;
1407;37001407;Nam;2;Gioi;Tot;8;01;001;8;6,25;8;4,5;3,25;;;;7,6;
1408;37001408;Nam;1;;;;04;900;4,8;4;;;;2,25;;;;
1409;37001409;Nam;2;Gioi;Tot;8,2;01;001;8,6;5,5;7,25;4,25;2,75;;;;6;
1410;37001410;Nam;2;Kha;Tot;8;01;001;9,2;5,5;7,25;5,25;3,5;;;;8,4;
1411;37001411;Nam;2;;;;01;001;;7;;;;9,25;9,25;;;
1412;37001412;Nu;2;;;;08;016;8,4;6,5;;;;;;;8,2;
1413;37001413;Nu;2;Gioi;Tot;8,3;01;001;8,8;7,25;7,75;4,75;4,75;;;;8,2;
1414;37001414;Nu;1;Kha;Tot;8,1;02;005;7;7;;;;4;6;9,25;2,8;
1415;37001415;Nu;1;;;;02;067;3,6;;2;4,5;;;;;;
1416;37001416;Nu;2NT;;;;11;010;8,2;;8,25;;;;;;7,6;
1417;37001417;Nu;2;Kha;Tot;7,9;01;001;8;6,25;7,25;5,5;2,75;;;;5,4;
1418;37001418;Nu;2;Kha;Tot;8,2;01;001;7,4;7,25;;;;5,25;6,5;8,5;7;
1419;37001419;Nu;2;;;;11;004;5,8;7,25;;;;;;;5,6;
1420;37001420;Nu;2;Gioi;Tot;8,7;01;001;9,2;7,25;6,75;8,5;8,75;;;;8,4;
1421;37001421;Nu;2;Gioi;Tot;8;01;001;8,8;5,75;7,75;4,5;5;;;;8;
1422;37001422;Nu;2;Kha;Tot;7,8;01;001;7;7;;;;4,5;7;8,25;6,8;
1423;37001423;Nu;2;Kha;Tot;7,8;01;001;8,2;5,5;;;;5,5;7,75;8,75;4,4;
1424;37001424;Nu;2;Trung binh;Tot;7,4;01;001;8,2;6,5;;;;3,5;5,25;7;7,2;
1425;37001425;Nu;1;Gioi;Tot;8;09;001;8;5,5;5,25;6,75;6,75;;;;4,2;
1426;37001426;Nu;2;Gioi;Tot;8,2;01;001;8,2;7,25;;;;6,75;6,5;7,75;8,6;
1427;37001427;Nam;1;Trung binh;Tot;6,3;09;005;5,8;5,75;;;;3,25;6,25;9;4,2;
1428;37001428;Nu;2;Gioi;Tot;8,4;01;001;8,6;7,75;;;;5,75;7,5;8,5;8,4;
1429;37001429;Nu;2;Gioi;Tot;8;01;001;8,4;7,5;;;;5,25;8,25;7,5;8;
1430;37001430;Nu;2;;;;10;017;9;;8,5;8,75;3;;;;;
1431;37001431;Nu;2;Gioi;Tot;8,1;01;001;8;6,25;;;;5,5;8,5;9,25;7,6;
1432;37001432;Nu;1;Kha;Tot;8,1;03;005;5,8;7;;;;6,75;6;8,5;3,2;
1433;37001433;Nam;1;;;;11;900;1,4;3,75;;;;5;;;;
1434;37001434;Nu;1;Kha;Tot;7,4;09;005;6,6;6,5;;;;4,5;5,75;6,75;3,4;
1435;37001435;Nam;2;Kha;Tot;7,9;01;001;8,6;5,25;7,25;8,25;4;;;;5,8;
1436;37001436;Nu;2;Kha;Tot;8;01;001;7,6;8,5;;;;5,75;7,75;8,75;7;
1437;37001437;Nu;2;Gioi;Tot;8,2;01;001;8,2;7,25;7,75;7,5;4,75;;;;5,2;
1438;37001438;Nu;;Trung binh;Tot;7,4;07;005;1,8;6,25;;;;2,25;6,5;7,75;2,2;
1439;37001439;Nu;1;Kha;Tot;8;02;005;6,2;6,75;;;;3,5;7,25;8;3,8;
1440;37001440;Nu;2;Gioi;Tot;8;01;001;8,4;7;7,5;6,5;6,25;;;;6,4;
1441;37001441;Nu;2;;;;01;002;8,4;;7,75;5,5;;;;;;
1442;37001442;Nu;2;Gioi;Tot;8,3;01;001;8,4;7,5;5,25;8;5,5;;;;8,4;
1443;37001443;Nu;2;;;;10;015;9;;;8,5;9;;;;;
1444;37001444;Nu;2;Gioi;Tot;8,1;01;001;8,2;8,5;;;;4,75;6,75;8,25;5,2;
1445;37001445;Nam;2;Kha;Tot;7,5;01;001;9;6,5;7;7,25;3,75;;;;5,2;
1446;37001446;Nam;2;Kha;Tot;7,9;01;001;8;7,75;;;;6;7,75;8,75;7;
1447;37001447;Nu;1;Kha;Tot;7,6;09;005;5,8;7;;;;4,25;6;8;3,2;
1448;37001448;Nu;1;Trung binh;Tot;7,1;03;005;4,8;6,75;;;;3;5;5;2;
1449;37001449;Nam;1;;;;06;900;9,2;6,75;;;;9,25;;;;
1450;37001450;Nu;2;Kha;Tot;7,9;01;001;8,2;6;6,75;7,75;6;;;;4,8;
1451;37001451;Nu;2;Kha;Tot;7,9;01;001;6,8;8,25;;;;5;5,5;7,25;5,2;
1452;37001452;Nu;2NT;;;;08;021;5,2;7,5;;5;4,25;;;;5,6;
1453;37001453;Nu;;Gioi;Tot;8,2;01;001;7,4;7,25;;;;5;7,25;6,25;;
1454;37001454;Nu;2;Gioi;Tot;8;01;001;8,8;7;7,5;9;8;;;;5,4;
1455;37001455;Nu;2;Kha;Tot;8,2;01;001;8,6;6;4,75;8;9,25;;;;5,6;
1456;37001456;Nu;2;Kha;Tot;7,9;01;001;8,4;4,5;7,25;5,75;3,5;;;;5,2;
1457;37001457;Nam;1;;;;13;900;2,4;4,25;;;;4,5;;;;
1458;37001458;Nam;2;;;;10;017;8,6;;8;8,5;;;;;;
1459;37001459;Nam;2;Kha;Tot;7,6;01;001;8,8;5,25;8,75;8;3,75;;;;3,8;
1460;37001460;Nam;2;Kha;Tot;8;01;001;7,8;4,5;7,75;4,75;3,5;;;;7,8;
1461;37001461;Nu;2;Gioi;Tot;8,3;01;001;8,6;8;;;;4,5;6;6,75;7,2;
1462;37001462;Nu;1;Trung binh;Kha;7,2;07;005;3,4;5,25;;;;3,75;7,5;7,5;3,4;
1463;37001463;Nam;2;Gioi;Tot;8,5;01;001;8,6;7,25;;;;8,75;8;8,75;7,8;
1464;37001464;Nam;2;Kha;Tot;8,1;01;001;7,6;4,75;7,25;4;3,5;;;;6,6;
1465;37001465;Nam;1;;;;07;900;6,2;7;;;;8,5;;;;
1466;37001466;Nam;2;Kha;Tot;8,4;01;001;8,2;8,25;6,5;7,25;4,5;;;;5,8;
1467;37001467;Nam;2;Gioi;Tot;8,2;01;001;9,2;5,75;7,25;4,75;5,75;;;;7,6;
1468;37001468;Nam;2;Kha;Tot;8;01;001;8,8;6,75;7,25;7,75;3;;;;4,2;
1469;37001469;Nam;2;Gioi;Tot;8,1;01;001;9,2;6;8,5;4,75;3,25;;;;8,6;
1470;37001470;Nu;2;Gioi;Tot;8,1;01;001;8,4;6,5;4,75;8,5;7,75;;;;7,8;
1471;37001471;Nam;2;Kha;Tot;8;01;001;8,4;6,25;6,5;5,75;4,25;;;;5,6;
1472;37001472;Nu;2;Kha;Tot;8,3;01;001;9,2;7;8;7,75;6,25;;;;8,8;
1473;37001473;Nam;2;Kha;Tot;7,9;01;001;9;6,25;7;4,75;4,5;;;;5,8;
1474;37001474;Nam;1;;;;06;900;4,8;5,25;;;;6,75;;;;
1475;37001475;Nam;1;;;;01;900;3,4;;2,75;2,5;;;;;;
1476;37001476;Nam;2;Gioi;Tot;8,3;01;001;9;6;7,5;8;4;;;;6;
1477;37001477;Nam;2;Kha;Tot;7,8;01;001;8,6;8,25;4,75;3,75;5,25;;;;7,8;
1478;37001478;Nam;2;Kha;Kha;7,5;01;001;7,2;6,25;5,25;5,25;3;;;;4;
1479;37001479;Nam;2;Kha;Tot;7,8;01;001;7,4;6,5;7,25;8;3,5;;;;4;
1480;37001480;Nam;2NT;;;;05;031;8,2;;;6,5;7,75;;;;;
1481;37001481;Nu;2;Gioi;Tot;8,5;01;001;9;8,5;;;;5,75;8,25;7,75;7,6;
1482;37001482;Nu;2;Gioi;Tot;8,3;01;001;9;5,75;7,75;8,5;3,75;;;;7;
1483;37001483;Nu;2;;;;01;003;7,8;;6,5;4,75;;;;;5,8;
1484;37001484;Nu;2;Gioi;Tot;8,4;01;001;9;6,75;8,25;7,75;4,75;;;;8,8;
1485;37001485;Nu;2;Kha;Tot;7,9;01;001;8,8;7,25;;;;5,75;8,5;9,5;8,4;
1486;37001486;Nu;2;Gioi;Tot;8,1;01;001;6,6;7,75;;;;5;5,25;5;5,8;
1487;37001487;Nu;2;Gioi;Tot;8,5;01;001;9;8,25;;;;7,25;7;9;6,8;
1488;37001488;Nam;1;;;;03;900;5;5,75;;;;3,5;;;;
1489;37001489;Nam;2;Kha;Tot;7,9;01;001;8;5,5;7,25;3,5;5,5;;;;7,4;
1490;37001490;Nam;2;Gioi;Tot;8,5;01;001;8,4;5,5;7,25;4,5;2,5;;;;5,8;
1491;37001491;Nam;2;Gioi;Tot;8;01;001;9,4;5,25;7,75;7,5;5,5;;;;7,6;
1492;37001492;Nam;2;Kha;Tot;7,9;01;001;7,4;6,25;7,5;7,5;4,75;;;;4,2;
1493;37001493;Nam;2NT;;;;05;033;6,8;;8;6,75;;;;;;
1494;37001494;Nam;2;Gioi;Tot;8,2;01;001;8,8;5,75;5,25;7,25;7;;;;4,6;
1495;37001495;Nam;2;Kha;Tot;7,4;01;001;8;3,5;6,5;3,75;2;;;;6,2;
1496;37001496;Nam;2;Kha;Tot;7,8;01;001;8,6;6;7,75;4,5;4,25;;;;9;
1497;37001497;Nam;2;Gioi;Tot;8,1;01;001;9,2;6,25;7,5;6;6,75;;;;7,8;
1498;37001498;Nam;2;Kha;Tot;8,4;01;001;6,2;6,5;;;;5,75;6,75;7,75;6,4;
1499;37001499;Nam;2;Kha;Tot;7,7;01;001;8,2;5,25;6,75;3,75;4,75;;;;5,6;
1500;37001500;Nam;2NT;;;;05;033;9,4;;9;4,5;4;;;;5,8;
1501;37001501;Nam;2;;;;10;016;7,8;;;7;7,25;;;;;
1502;37001502;Nu;2;Gioi;Tot;8,3;01;001;9;7,75;7,25;8,25;6,5;;;;5;
1503;37001503;Nam;2;Gioi;Tot;8,5;01;001;9,4;7;9;9;7;;;;5,8;
1504;37001504;Nu;2;Gioi;Tot;8,3;01;001;7;6,75;8;8,75;5,5;;;;7,4;
1505;37001505;Nu;1;Trung binh;Tot;7,3;07;005;4,4;6;;;;4;6,5;7,75;2,6;
1506;37001506;Nu;2;Kha;Tot;8,1;01;001;8;7,5;;;;4;5,75;7;5,6;
1507;37001507;Nu;2;Kha;Tot;8;01;001;4,8;7,25;;;;4,75;7,5;8;5,2;
1508;37001508;Nam;2NT;;;;04;900;9,2;7;;;;9,5;;;;
1509;37001509;Nam;2;;;;01;007;5;;4,5;4;;;;;;
1510;37001510;Nam;1;Trung binh;Tot;6,6;07;005;2;5,5;;;;3;4,5;5,75;4;
1511;37001511;Nam;1;;;;06;900;8,4;6,5;;;;8;;;;
1512;37001512;Nam;1;;;;07;900;4,8;5;;;;5,75;;;;
1513;37001513;Nam;2NT;;;;06;050;;4;;;;5;4,75;;;
1514;37001514;Nu;2;Gioi;Tot;8,4;01;001;8,8;7;;;;3,75;7,75;8;8,6;
1515;37001515;Nu;2;Gioi;Tot;8,1;01;001;8,4;7,5;;;;4,5;6,75;9;7,8;
1516;37001516;Nu;2;;;;01;001;7,8;;7,5;;;;;;8;
1517;37001517;Nu;2;Gioi;Tot;8,4;01;001;8,6;6,75;7,75;4,25;3;;;;6,8;
1518;37001518;Nu;2;Gioi;Tot;8,4;01;001;8,6;7,75;;;;6,75;8,25;8,5;8,6;
1519;37001519;Nu;2;Kha;Tot;8,1;01;001;4;7,5;;;;8,25;6,5;7,5;5,6;
1520;37001520;Nu;2;Gioi;Tot;8,2;01;001;8,2;8;7,75;7;6,5;;;;7,2;
1521;37001521;Nu;2;Gioi;Tot;8,7;01;001;8,8;6,75;8;8,75;5;;;;8,2;
1522;37001522;Nu;2;Kha;Tot;8,2;01;001;8,2;6,5;7,25;7,5;3,75;;;;5;
1523;37001523;Nu;2;Gioi;Tot;8,2;01;001;8;7,75;;;;6;7,25;7,75;7;
1524;37001524;Nu;2;Kha;Tot;7,9;01;001;6,6;7;;;;4,75;5,25;6,75;5,2;
1525;37001525;Nu;;Trung binh;Tot;7,2;02;005;6,8;5,25;;;;2;5,5;5,5;3,6;
1526;37001526;Nam;1;;;;05;035;5,2;;;5,75;5;;;;;
1527;37001527;Nu;2;Gioi;Tot;8,6;01;001;8,8;6,5;4,25;8,25;7;;;;7,4;
1528;37001528;Nam;2;Gioi;Tot;8,3;01;001;8,8;6,75;8,5;6,5;5,5;;;;8,8;
1529;37001529;Nu;2;;;;01;004;6,2;5;;;;;;;3,6;
1530;37001530;Nu;2;Kha;Tot;8,1;01;001;8;6;8,25;3,75;4,25;;;;8,6;
1531;37001531;Nam;1;;;;06;900;2,6;6,5;;;;6,5;;;;
1532;37001532;Nam;1;;;;09;014;8,4;;7;;;;;;;
1533;37001533;Nam;1;;;;04;900;6;6,25;;;;6,25;;;;
1534;37001534;Nu;2;Gioi;Tot;8;01;001;5,4;7;;;;2,75;7,5;7,5;7,2;
1535;37001535;Nam;;Trung binh;Tot;7,3;09;005;6;5,75;;;;7,75;7,25;9,25;2;
1536;37001536;Nam;2;Gioi;Tot;8,5;01;001;8,6;6,75;5;8,75;5;;;;9;
1537;37001537;Nam;2;;;;01;900;4,2;6;;;;3,75;;;;
1538;37001538;Nam;2;Gioi;Tot;8,4;01;001;7;7;;;;7,25;9,25;8,75;7,4;
1539;37001539;Nam;2;Gioi;Tot;8,4;01;001;8,8;6,75;8,5;8,75;6,5;;;;6,6;
1540;37001540;Nu;2;Kha;Tot;8;01;001;5,2;7,5;;;;6,5;7,5;9;6;
1541;37001541;Nu;;Gioi;Tot;8,2;01;001;;;;;;;;;;
1542;37001542;Nam;2;Kha;Tot;7,7;01;001;8,4;5,75;6,5;3,5;5,5;;;;6,8;
1543;37001543;Nu;2;Kha;Tot;8,2;01;001;8;7,25;6,25;6,75;4,25;;;;6;
1544;37001544;Nu;2;Gioi;Tot;8,5;01;001;8;7,25;3,5;7,5;5,75;;;;7,2;
1545;37001545;Nu;2;Kha;Tot;7,9;04;001;5;7;;;;4,75;5;6,5;5;
1546;37001546;Nu;1;Kha;Tot;7,6;09;005;6,2;7,25;4,25;3,75;5;;;;3,2;
1547;37001547;Nu;2;Gioi;Tot;8;01;001;8,4;8;;;;3;7,25;6,75;7,4;
1548;37001548;Nu;2;Gioi;Tot;8,5;01;001;8,4;7,75;7;6,5;6,5;;;;7,6;
1549;37001549;Nu;2;Gioi;Tot;8;01;001;8,2;6,25;7,75;7,5;5;;;;5,4;
1550;37001550;Nam;2;Kha;Tot;7,5;01;001;7,6;6,5;4,25;8;6,75;;;;4,6;
1551;37001551;Nu;1;Trung binh;Tot;6,9;03;005;3,2;6,75;;;;5;5,25;5,5;3,8;
1552;37001552;Nam;2;Kha;Tot;7,7;01;001;8,6;8,25;;;;4,5;7,25;7,75;8;
1553;37001553;Nam;1;Kha;Tot;7,5;02;005;5,8;5,5;;;;6;7,25;7,5;3,4;
1554;37001554;Nu;1;Kha;Tot;7,5;07;005;5,2;5,75;;;;6;6,5;8;3,6;
1555;37001555;Nam;2;Gioi;Tot;8,5;01;001;9,2;5;8,75;9,25;6,25;;;;9,4;
1556;37001556;Nam;2;Gioi;Tot;8,4;01;001;8,8;7,25;;;;5,25;8,25;9,5;8,4;
1557;37001557;Nu;2;Kha;Tot;7,9;01;001;8,8;6,75;6,75;6,75;5,25;;;;7;
1558;37001558;Nam;2;Kha;Tot;8,1;01;001;9;6,5;7,5;6,25;5,25;;;;6,4;
1559;37001559;Nu;2;Kha;Tot;7,8;01;001;6,2;7;;;;3,75;7,25;7,5;7;
1560;37001560;Nu;1;Kha;Tot;8,1;02;005;5,6;6,5;;;;8,25;7,5;8,25;4,2;
1561;37001561;Nam;2;Gioi;Tot;8,5;01;001;8,6;7,5;8,5;8,5;6,5;;;;7,6;
1562;37001562;Nu;2;Gioi;Tot;8,4;01;001;8,6;7,75;7,5;5,75;3,5;;;;8;
1563;37001563;Nu;1;Trung binh;Tot;7;09;005;5,2;6;;;;4,75;5;5,75;3,2;
1564;37001564;Nu;2;Kha;Tot;8,2;01;001;8;7,75;;;;6,5;7;7,75;9,4;
1565;37001565;Nu;1;Kha;Tot;7,5;09;005;6;7,25;;;;5;6,5;8,5;4,2;
1566;37001566;Nu;2;Kha;Tot;8,2;01;001;8,8;7,25;8,25;8;6,25;;;;5,4;
1567;37001567;Nu;2;Kha;Tot;7,6;01;001;6,2;7,5;;;;5;5,75;7;5,6;
1568;37001568;Nu;2;Kha;Tot;8,4;01;001;8,2;7,5;;;;5;7;8;8,4;
1569;37001569;Nu;;Kha;Tot;7,9;01;001;7,6;5,5;;;;3,25;6,75;7;8,2;
1570;37001570;Nu;2;Gioi;Tot;8,3;01;001;8,4;6;8,25;4,25;5;;;;8;
1571;37001571;Nu;2;Kha;Tot;8,1;01;001;8;7,5;;;;5,5;8;8,75;8,8;
1572;37001572;Nam;1;;;;04;900;5,4;6,75;;;;6,75;;;;
1573;37001573;Nam;1;;;;03;900;8,6;;5,75;6,75;;;;;;
1574;37001574;Nam;1;;;;07;900;7;5,5;;;;7,25;;;;
1575;37001575;Nam;2;Kha;Tot;8,1;01;001;7,2;6,25;6,5;7,75;4;;;;5,6;
1576;37001576;Nam;1;;;;05;032;8,8;;7;;;;;;6,8;
1577;37001577;Nu;2;Kha;Tot;7,9;01;001;7,6;7,5;;;;2,25;7;8;7,2;
1578;37001578;Nu;2;Gioi;Tot;8,3;01;001;8;6,75;;;;4,75;7,5;8;8;
1579;37001579;Nam;2;Gioi;Tot;8;01;001;7,2;7,5;6,5;6,5;5,5;;;;7,4;
1580;37001580;Nam;;Trung binh;Tot;6,8;08;005;4,6;5,25;;;;4,25;6,75;6,75;2,2;
1581;37001581;Nam;2;Kha;Tot;7,4;01;001;7,2;5,25;4,75;5;4,75;;;;;
1582;37001582;Nam;2;Kha;Tot;8;01;001;7,8;5,25;7,75;7,25;6,5;;;;7,4;
1583;37001583;Nam;2;;;;10;019;;4,25;;;;4,75;6,5;8,5;2,6;
1584;37001584;Nam;2;Kha;Tot;7,9;01;001;9;6,5;7,75;8;4;;;;5,6;
1585;37001585;Nam;2NT;;;;04;900;7,2;;7,25;7,75;;;;;;
1586;37001586;Nam;2NT;;;;11;065;;;;;;;;;;
1587;37001587;Nam;2;Gioi;Tot;8,2;01;001;9,4;6,5;8,75;6,25;5,5;;;;8,4;
1588;37001588;Nam;1;;;;02;045;2,8;;2,75;2,5;;;;;;
1589;37001589;Nam;2;Kha;Tot;7,7;01;001;7,8;6,25;8;3,75;4,5;;;;4;
1590;37001590;Nam;2;;;;10;019;4,8;;4;;;;;;4,4;
1591;37001591;Nam;1;;;;04;079;8,2;;;8,5;7;;;;;
1592;37001592;Nam;2;Gioi;Tot;8,6;01;001;8,4;8,5;;;;4,5;6,75;7,5;9;
1593;37001593;Nam;1;;;;08;023;7,8;;7,5;7;;;;;;
1594;37001594;Nu;1;Trung binh;Kha;6,9;07;005;6;6,75;;;;2,5;4,75;6;2,6;
1595;37001595;Nam;2;Gioi;Tot;8;01;001;8,8;3,25;8,25;4,75;5,75;;;;7,2;
1596;37001596;Nam;2;Gioi;Tot;8,3;01;001;8,8;7;8,75;8;6,75;;;;5;
1597;37001597;Nam;2NT;;;;06;026;;6,25;;;;8;8,25;;;
1598;37001598;Nu;1;Gioi;Tot;8,6;07;005;7,6;6,75;;;;9,25;7,75;9,25;5;
1599;37001599;Nu;2;;;;10;018;9,2;;8;7,75;;;;;;
1600;37001600;Nu;2;Gioi;Tot;8,4;01;001;8,8;8;3,5;2,75;3,5;;;;7,2;
1601;37001601;Nu;2NT;;;;06;026;9;;;8,75;9;;;;;
1602;37001602;Nu;2;Gioi;Tot;8,5;01;001;8,4;7,25;7,75;7,75;6,5;;;;8,2;
1603;37001603;Nu;2;Gioi;Tot;8,4;01;001;7,8;7,25;7,25;5;4,5;;;;7,4;
1604;37001604;Nu;2;Gioi;Tot;8,3;01;001;8,4;5,5;8,5;7,25;7,25;;;;9;
1605;37001605;Nu;2;Gioi;Tot;8,6;01;001;6,6;7,5;;;;7,25;7;7,5;5,8;
1606;37001606;Nu;2;Gioi;Tot;8,2;01;001;9,2;7;7,5;8;5,25;;;;5;
1607;37001607;Nu;2;Kha;Tot;8,1;01;001;7,4;6,5;;;;5,75;7,25;8;7,6;
1608;37001608;Nu;2;Kha;Tot;8;01;001;8,4;7;;;;5,25;5,5;7,5;7,2;
1609;37001609;Nu;2;Gioi;Tot;8,4;01;001;8,6;6,75;7;8;5,25;;;;4,8;
1610;37001610;Nu;2;Kha;Tot;7,9;01;001;8;4,5;6,25;5;3,75;;;;6,8;
1611;37001611;Nu;2;Gioi;Tot;8,5;01;001;8,6;7;7,75;7,25;6,25;;;;6,2;
1612;37001612;Nam;2;Gioi;Tot;8,2;01;001;7,8;6,5;6,5;4,5;3;;;;7,6;
1613;37001613;Nu;2;Gioi;Tot;8,5;01;001;8,8;7;;;;6;8,25;9;7,2;
1614;37001614;Nam;1;;;;08;900;4,2;5,5;;;;2,5;;;;
1615;37001615;Nu;2;;;;01;001;9,4;;;8,75;8,5;;;;6,6;
1616;37001616;Nu;2;Gioi;Tot;8,4;01;001;8,6;6,5;;;;4,25;6;7,25;6,8;
1617;37001617;Nu;2;Gioi;Tot;8,2;01;001;8,4;5,5;6,5;6,5;7,25;;;;4,2;
1618;37001618;Nu;2;Kha;Tot;8,1;01;001;7,8;5,75;4,5;7,5;6;;;;5,4;
1619;37001619;Nu;2;Kha;Tot;8;01;001;8,2;7;;;;5,5;6,5;7,25;7;
1620;37001620;Nu;2NT;;;;04;037;9,4;;;8;9,5;;;;;
1621;37001621;Nu;2;Kha;Tot;8;01;001;8;7,75;;;;3,5;7,25;7,75;8,8;
1622;37001622;Nam;2;;;;01;001;9;;6,5;;;;;;7,8;
1623;37001623;Nam;1;Trung binh;Kha;6,6;07;005;4;3,25;;;;4,5;6,25;7,75;2,8;
1624;37001624;Nam;2;Gioi;Tot;8;01;001;8,4;4,25;7,5;8;4,5;;;;4,6;
1625;37001625;Nam;2;Kha;Tot;8;01;001;8,6;6,25;9;4,25;4,75;;;;7,6;
1626;37001626;Nam;2NT;;;;04;036;8;;;9,5;;;;;7;
1627;37001627;Nam;2;Gioi;Tot;8;01;001;8,2;5,25;7,25;4,5;4,5;;;;7,2;
1628;37001628;Nam;2;Kha;Tot;7,8;01;001;9,4;3,5;9,25;4,5;5,5;;;;9,2;
1629;37001629;Nam;2;Gioi;Tot;8,2;05;001;9;6,5;8;7,75;4,75;;;;7,8;
1630;37001630;Nam;2;Gioi;Tot;8,4;01;001;9,2;5,5;8,75;9,25;3,5;;;;5;
1631;37001631;Nam;2;Kha;Tot;8;01;001;5;6,75;;;;8,5;9;7;4,6;
1632;37001632;Nam;1;Trung binh;Tot;6,9;07;005;5,4;6;;;;5,75;5,25;9;2,4;
1633;37001633;Nam;2;;;;03;900;4,4;4,75;;;;5,25;;;;
1634;37001634;Nam;2;Gioi;Tot;8;01;001;9,2;5,75;2,25;9,25;8,75;;;;5,6;
1635;37001635;Nam;2;;;;10;015;9;;7,5;8,25;;;;;;
1636;37001636;Nam;3;;;;01;900;6,6;;3,5;3;;;;;;
1637;37001637;Nam;;Trung binh;Tot;5,9;09;005;2,8;4,5;;;;2,75;3,25;5,25;2,2;
1638;37001638;Nam;2;Kha;Tot;7,6;01;001;9,2;6;8;7,25;2,75;;;;3,6;
1639;37001639;Nam;2;;;;10;017;7,4;;8;6,5;;;;;;
1640;37001640;Nam;2;;;;01;004;8,6;;7,25;7,5;;;;;;
1641;37001641;Nam;1;;;;02;900;8,4;6,5;;;;7,5;;;;
1642;37001642;Nam;2;Gioi;Tot;8,4;05;001;9,6;4,5;9,5;5,75;4,5;;;;8;
1643;37001643;Nam;1;;;;09;049;7,4;;7;5,25;;;;;;
1644;37001644;Nam;1;;;;08;900;5,2;6,5;;;;7,25;;;;
1645;37001645;Nu;2;Gioi;Tot;8,3;01;001;9,2;7;7,25;6;7,5;;;;8;
1646;37001646;Nu;2;;;;01;009;;;;;;;;;;
1647;37001647;Nu;2;Gioi;Tot;8,1;01;001;8,6;6,5;5;8,25;7,25;;;;5,2;
1648;37001648;Nu;2;Gioi;Tot;8,3;12;001;8,4;8;;;;5;8;8,75;7,8;
1649;37001649;Nu;;Trung binh;Tot;6,9;09;005;5,6;4,25;;;;3,75;5,75;6,5;1,8;
1650;37001650;Nu;2;Gioi;Tot;8,3;01;001;9;6,75;6,5;8;7;;;;5,4;
1651;37001651;Nu;2;Gioi;Tot;8,7;01;001;9;6,5;9,25;9;7;;;;8,4;
1652;37001652;Nu;2;Kha;Tot;7,9;01;001;8;8;;;;3,5;6,5;7,75;6,4;
1653;37001653;Nu;2;Gioi;Tot;8,7;01;001;8,8;7,75;8,25;8;6,25;;;;8;
1654;37001654;Nu;2;Gioi;Tot;8,1;01;001;7,8;5,25;;;;5,25;6,25;7,5;6,8;
1655;37001655;Nu;2;Kha;Tot;8,3;01;001;9,2;8,5;;;;4;7;7;7,8;
1656;37001656;Nu;2;Kha;Tot;8;01;001;8,4;7,75;;;;6,25;6,75;5,75;8;
1657;37001657;Nam;1;;;;09;900;5,2;3,5;;;;3,75;;;;
1658;37001658;Nam;2;Gioi;Tot;8,1;01;001;9,6;6,25;7,25;5,25;5;;;;8,2;
1659;37001659;Nam;2;Kha;Tot;7,7;01;001;8,8;5,5;8,25;4,5;3,25;;;;8;
1660;37001660;Nam;2NT;;;;04;036;4,8;;3;3;;;;;;
1661;37001661;Nam;1;;;;05;032;;6,5;;;;6;6,5;;;
1662;37001662;Nam;2;Gioi;Tot;8,5;01;001;9,4;7,25;7,75;8;6,5;;;;5,6;
1663;37001663;Nam;1;;;;05;900;8;6,5;;;;8,75;;;;
1664;37001664;Nam;2;Kha;Tot;7,7;01;001;7,4;5,5;7,5;6;5,25;;;;6;
1665;37001665;Nam;2;Kha;Tot;7,6;01;001;6,4;4,75;5,25;4;2,75;;;;4,6;
1666;37001666;Nam;2;Kha;Tot;7,9;01;001;9;5,75;8,75;5,25;4,25;;;;7,2;
1667;37001667;Nu;2;;;;10;018;8;;;8,75;6,5;;;;;
1668;37001668;Nam;2;;;;13;002;8,8;;7,25;7;;;;;;
1669;37001669;Nam;2;Kha;Tot;7,9;01;001;8,4;6;7,75;4,25;4,25;;;;7,8;
1670;37001670;Nu;2;Gioi;Tot;8;01;001;8;6,75;2,75;7;5;;;;6,8;
1671;37001671;Nu;2;Gioi;Tot;8,4;01;001;8,6;7,25;;;;5;8;8;7,6;
1672;37001672;Nu;2;;;;01;002;8,2;;;8,75;7,75;;;;;
1673;37001673;Nu;2;Kha;Tot;8,1;01;001;7,8;7;;;;6,5;8;8;7,6;
1674;37001674;Nu;1;Kha;Tot;7,9;09;005;7,4;5,75;;;;3,75;6,25;8,5;3,6;
1675;37001675;Nu;2;Gioi;Tot;8;01;001;8,2;6,75;6,75;6,75;4,75;;;;6,6;
1676;37001676;Nu;2;Kha;Tot;7,9;01;001;7,4;5,75;7,75;3;5,5;;;;7;
