STT;SBD;GioiTinh;KV;HocLuc;HanhKiem;DTBLop12;MaHuyen;MaTruongPT;TO;VA;LI;HO;SI;SU;DI;GDCD;NN;
9335;37009335;Nam;2NT;Kha;Kha;7,9;06;029;6,6;6,75;;;;3,5;5,75;7,75;4,6;
9336;37009336;Nu;2NT;Kha;Tot;7,5;06;029;6;6,25;;;;4,5;6;6,75;3;
9337;37009337;Nam;2NT;Kha;Tot;7,5;06;029;6,8;5;;;;4,25;7;8,25;3,6;
9338;37009338;Nam;2NT;Kha;Tot;7,8;06;070;8,2;4,5;7;4,75;3,25;;;;;
9339;37009339;Nam;;Kha;Tot;7,5;06;070;6,4;4,5;;;;4,5;7,25;;;
9340;37009340;Nam;2NT;Kha;Tot;8,3;06;029;9;6,75;7,75;8;6,75;;;;4,6;
9341;37009341;Nam;2NT;Kha;Tot;7,9;06;029;6,4;6,25;;;;3,25;6,5;7;3;
9342;37009342;Nam;2NT;Trung binh;Kha;7,3;06;029;4,2;5;;;;4;6,5;7,75;3;
9343;37009343;Nam;;Trung binh;Tot;6,7;06;070;3,8;4;;;;4,75;5,5;;;
9344;37009344;Nu;;Kha;Kha;7,7;05;070;6,4;6,25;;;;4,25;6,75;;;
9345;37009345;Nu;2NT;Kha;Tot;7,5;06;029;5,2;6,25;;;;4;7,25;6,75;2,4;
9346;37009346;Nam;2NT;Kha;Tot;7,3;06;029;7;6,25;;;;3,25;7;7;3,8;
9347;37009347;Nam;;Kha;Tot;7,9;06;070;6,2;6,25;;;;4,5;6,25;;;
9348;37009348;Nu;2NT;Kha;Tot;7,2;06;029;6;5,5;;;;3,25;6;5,5;3,6;
9349;37009349;Nu;2NT;Gioi;Tot;8;06;029;7,6;6,75;;;;4,75;6,25;8,75;3,2;
9350;37009350;Nu;2NT;Kha;Tot;7,2;06;029;6,2;5;;;;2,5;5,25;6,5;4,8;
9351;37009351;Nam;2NT;Gioi;Tot;8,1;06;029;7,6;6,25;6,25;7,25;5,75;;;;4,2;
9352;37009352;Nu;2NT;Kha;Tot;8;06;029;7;7;;;;4,75;6,5;9;5,4;
9353;37009353;Nu;2NT;Kha;Tot;7,8;06;029;8,2;7,5;5,25;6,25;7;;;;5,2;
9354;37009354;Nam;2NT;Kha;Tot;7,9;06;029;7,8;6,5;;;;6;6,25;8,75;4,8;
9355;37009355;Nu;2NT;Kha;Tot;8,1;06;029;8;6,75;;;;3,75;7,25;8,5;3,6;
9356;37009356;Nu;2NT;Kha;Tot;8,1;06;029;7,6;6,25;;;;2,75;7,25;8,75;6,2;
9357;37009357;Nu;2NT;Gioi;Tot;8,1;06;029;8,4;6,5;;;;4,75;7;7;4,8;
9358;37009358;Nu;2NT;Kha;Tot;7,7;06;029;6,4;4,75;;;;2;5,5;5,5;4,6;
9359;37009359;Nu;2NT;Gioi;Tot;8,2;06;029;9,2;6,75;;;;2,75;6,75;8;3,8;
9360;37009360;Nam;2NT;Kha;Tot;7,3;06;029;5,6;6,25;;;;2,25;6,25;7;5,4;
9361;37009361;Nu;2NT;Kha;Tot;7,4;06;029;6,2;6,5;;;;4,5;6,25;6,75;3,6;
9362;37009362;Nam;2NT;Kha;Tot;7,8;06;029;7,2;7;;;;3;5;6,25;3,8;
9363;37009363;Nam;2NT;Kha;Tot;7,6;06;029;5,6;6;;;;5,5;6,75;7,75;3,8;
9364;37009364;Nam;2NT;Kha;Tot;7,7;06;029;7,4;6;;;;4,25;6,75;8;4;
9365;37009365;Nu;2NT;Kha;Tot;8;06;029;6,6;6,25;;;;4,5;7,25;7,5;5,4;
9366;37009366;Nu;2NT;Gioi;Tot;8,2;06;029;8,8;5,5;;;;4,75;7,75;9;5,8;
9367;37009367;Nam;2NT;Kha;Tot;7,3;06;029;6;5;;;;4,75;6,5;8,5;4;
9368;37009368;Nu;2NT;Gioi;Tot;8,1;06;029;8,2;7,5;;;;3;5;6,75;4,8;
9369;37009369;Nu;2NT;Gioi;Tot;8,2;06;029;6,2;6,5;;;;2,25;8,25;8;4,4;
9370;37009370;Nu;2NT;Kha;Tot;7,9;06;029;6,8;6,5;;;;4;7;8;4,2;
9371;37009371;Nam;2NT;Kha;Tot;7,4;06;029;7;5;;;;3;6,5;6,75;3,4;
9372;37009372;Nam;2NT;Kha;Tot;7,5;06;029;7,4;5;;;;3;6;6,75;2,4;
9373;37009373;Nam;;Trung binh;Tot;6,8;06;070;4;4,25;;;;4;4,75;;;
9374;37009374;Nam;2NT;Kha;Kha;7,2;06;029;7,2;6;;;;1,75;6;6,5;2,2;
9375;37009375;Nam;2NT;Kha;Tot;7,7;06;029;6,6;5,75;;;;4;7,75;8,75;2;
9376;37009376;Nam;;Trung binh;Tot;6,8;05;070;7;5,5;;;;3,25;7;;;
9377;37009377;Nu;1;Trung binh;Kha;6,6;06;070;3;5;;;;2;3,5;;;
9378;37009378;Nam;2NT;Kha;Tot;7,4;06;029;6;4,75;;;;3,5;6;7;3,2;
9379;37009379;Nam;;Kha;Tot;6,6;06;029;5,6;4,25;;;;4;4;5,75;5,2;
9380;37009380;Nam;2NT;Trung binh;Kha;6,8;06;029;2,6;5;;;;4,25;5;7;2,8;
9381;37009381;Nam;2NT;Gioi;Tot;8,5;06;029;8;8;;;;6,75;7,75;8,75;9;
9382;37009382;Nu;2NT;Trung binh;Tot;6,8;06;029;2,4;6;;;;3;3,75;4,75;2,2;
9383;37009383;Nam;2NT;Kha;Tot;7,9;06;029;8,2;4,5;8,25;6,25;5,5;;;;3,6;
9384;37009384;Nam;2NT;Kha;Kha;7,7;06;029;8,4;5,75;;;;3;6,5;7,75;3;
9385;37009385;Nu;2NT;Gioi;Tot;8,1;06;029;7,6;6;;;;4,25;6,5;7,75;5,4;
9386;37009386;Nu;2NT;Gioi;Tot;8,5;06;029;8,6;6,25;;;;5;7,5;7,75;5,4;
9387;37009387;Nam;2NT;Kha;Tot;7,5;06;029;6,8;5,75;;;;5,25;6,25;7;4,6;
9388;37009388;Nu;2NT;Gioi;Tot;8;06;029;6,6;6,75;;;;4;5;5,75;5,6;
9389;37009389;Nam;2NT;Kha;Tot;7,9;06;029;7,4;6,5;;;;5,75;8,25;8,75;4,6;
9390;37009390;Nam;2NT;Kha;Tot;7,7;06;029;8;5;;;;6,5;8,25;8,75;4,8;
9391;37009391;Nam;2NT;Kha;Tot;7,6;15;029;8,8;7;;;;5;6,75;8,5;9,4;
9392;37009392;Nam;2NT;Kha;Tot;7,5;06;029;7;4,75;5,5;7,25;4,5;;;;3,6;
9393;37009393;Nam;2NT;Kha;Tot;8;06;029;6;5,5;;;;5,25;6,5;8;5;
9394;37009394;Nam;2NT;Kha;Tot;7,6;06;029;7,4;5,25;;;;5,75;7,5;8,5;4,8;
9395;37009395;Nam;2NT;Kha;Tot;7,8;06;029;6,6;4,75;;;;5,75;8,5;8,25;4;
9396;37009396;Nam;2NT;Gioi;Tot;8;06;029;8;4,5;7,25;5,5;5,5;;;;5;
9397;37009397;Nam;2NT;Gioi;Tot;8,7;06;029;8,8;6,75;8,25;5,5;5,5;;;;8;
9398;37009398;Nam;2NT;Kha;Kha;7,3;06;029;7;5,25;;;;6,75;8,5;9;4,4;
9399;37009399;Nam;2NT;Kha;Tot;7,3;06;029;6,8;4,75;;;;4,5;5,5;6,5;1,8;
9400;37009400;Nu;2NT;Kha;Tot;7,7;06;029;6,4;5;;;;3,5;6,75;6;4,2;
9401;37009401;Nam;2NT;Trung binh;Tot;6,8;06;029;5,6;4,75;;;;3,75;6;6,75;3,4;
9402;37009402;Nam;2NT;Gioi;Tot;8,1;06;029;8;5,75;;;;6,25;6,75;7,75;4,2;
9403;37009403;Nam;2NT;Kha;Tot;8,1;06;029;7;7,75;;;;7,25;8,75;9,25;6;
9404;37009404;Nu;;Trung binh;Kha;6,6;09;070;3,6;3,5;;;;4,25;4,25;;;
9405;37009405;Nu;2NT;Kha;Tot;7,9;06;029;6,4;5,25;;;;5,5;6,75;8,5;5,6;
9406;37009406;Nu;2NT;Kha;Kha;7,7;06;029;7,2;7,25;;;;3,75;5,75;6,5;3,6;
9407;37009407;Nu;2NT;Kha;Tot;7,3;06;029;4,8;6;;;;4,75;6,25;5,5;2,4;
9408;37009408;Nam;2NT;Kha;Tot;7,3;06;029;5,2;4,5;;;;3,75;6,25;6,5;2,4;
9409;37009409;Nam;2NT;Kha;Tot;7,9;06;029;7,4;6,25;5,75;6,5;4,5;;;;5,2;
9410;37009410;Nam;2NT;Kha;Tot;7,7;06;029;7,2;5,5;;;;6,25;5,75;7,75;3,8;
9411;37009411;Nam;;Kha;Tot;7,5;06;070;4,8;6,25;;;;3,5;6;;;
9412;37009412;Nam;2NT;Kha;Tot;7,5;06;029;6,2;4;;;;3;6,25;6;3,6;
9413;37009413;Nu;2NT;Kha;Tot;7,7;06;029;7,4;6,75;;;;5;7,5;8,25;5,2;
9414;37009414;Nu;;Trung binh;Tot;7,1;06;070;4,2;5,5;;;;2,25;5,25;;;
9415;37009415;Nu;2NT;Kha;Kha;7,8;05;029;7;7,75;;;;3,25;5,5;7;5;
9416;37009416;Nu;2NT;Kha;Tot;7,8;08;029;5;7;;;;3,75;7,25;7,5;3,6;
9417;37009417;Nam;1;Trung binh;Kha;7,2;06;070;6,4;6;;;;1,25;7;;;
9418;37009418;Nu;2NT;Kha;Tot;8,1;06;029;8,4;5;;;;4,75;7,5;7;4,8;
9419;37009419;Nu;2NT;Kha;Tot;7,6;06;029;7,2;4,25;;;;4;4;4;3,4;
9420;37009420;Nam;2NT;Kha;Tot;7,9;06;029;8,2;5,5;7,75;6;5,5;;;;4;
9421;37009421;Nam;2NT;Kha;Tot;7,2;06;029;6,8;4,5;;;;4;6;7,5;2,8;
9422;37009422;Nam;2NT;Kha;Tot;7,8;06;029;7,2;6;;;;5;6,5;8;3,4;
9423;37009423;Nu;2NT;Kha;Tot;8,2;06;029;8,4;7;;;;6;6,75;8,25;5,4;
9424;37009424;Nam;2NT;Trung binh;Tot;7,1;06;029;5,8;6;;;;4,25;7,25;8,5;4,4;
9425;37009425;Nu;2NT;Kha;Tot;8,4;06;029;7,8;7,5;6,5;7,5;5,75;;;;5,4;
9426;37009426;Nu;2NT;Kha;Tot;7,7;06;029;6,2;6,5;;;;4,5;5,75;5,5;4,8;
9427;37009427;Nam;2NT;Kha;Tot;7,5;06;029;7,2;5,75;;;;4,75;7,75;8,25;4,6;
9428;37009428;Nam;2NT;Gioi;Tot;8,2;06;029;8;6;6,25;7,5;5;;;;4,8;
9429;37009429;Nam;2NT;Kha;Kha;7,6;06;029;7,2;4,5;;;;5;7;6,5;4;
9430;37009430;Nam;2NT;Kha;Tot;7,3;06;029;6,6;6,5;;;;1,5;7;8,5;3,4;
9431;37009431;Nam;2NT;Gioi;Tot;8,2;06;029;8;8,25;;;;6,25;8,25;8,75;6,6;
9432;37009432;Nam;2NT;Trung binh;Kha;6,8;06;029;6;6;;;;5,5;6,75;7,5;3,4;
9433;37009433;Nu;2NT;Kha;Kha;7,5;06;029;7;6,5;;;;3,75;6,25;7,5;4;
9434;37009434;Nu;2NT;Gioi;Tot;8,3;06;029;8,2;6,75;7,5;7,25;5;;;;5,2;
9435;37009435;Nu;2NT;Kha;Tot;7,4;06;029;6,2;5,75;;;;4,5;5,25;5,25;4;
9436;37009436;Nu;2NT;Kha;Tot;8;06;029;7,6;6,25;;;;5;6;8;4,2;
9437;37009437;Nu;2NT;Gioi;Tot;8,1;08;029;7,4;7;;;;5;8;8,75;4,2;
9438;37009438;Nu;2NT;Gioi;Tot;8;06;029;8;6,5;;;;5;5,5;5;3,2;
9439;37009439;Nam;;Kha;Tot;7,8;06;070;6,2;5,75;;;;7;8,5;;;
9440;37009440;Nam;1;Kha;Kha;7,5;06;070;6,2;5;;;;3,5;6,5;;;
9441;37009441;Nam;2NT;Kha;Tot;7,4;06;029;5,4;4,25;;;;5;8;8,5;3,8;
9442;37009442;Nu;2NT;Kha;Tot;7,4;06;029;6,8;6,75;;;;3,5;6,75;7;4;
9443;37009443;Nu;;Trung binh;Tot;7;06;070;5,4;3,75;;;;3,25;5,25;;;
9444;37009444;Nu;2NT;Kha;Tot;7,5;06;029;7,4;5,75;;;;4,75;7;7,25;3,2;
9445;37009445;Nam;;Kha;Tot;7,4;06;070;5;3,5;;;;4,5;7;;;
9446;37009446;Nu;2NT;Kha;Tot;7,5;06;029;5,2;5,75;;;;5,25;6,5;8,25;3,4;
9447;37009447;Nu;2NT;Kha;Tot;7,4;06;029;5,4;5;;;;4;6,75;6,25;4,6;
9448;37009448;Nu;2NT;Kha;Tot;7,4;06;029;7,4;4,5;;;;2,5;7,25;8,25;4,6;
9449;37009449;Nu;2NT;Kha;Tot;7,4;06;029;5,8;6,25;;;;2,5;6,5;7,25;3,2;
9450;37009450;Nam;2NT;Kha;Tot;7,4;06;029;7,2;5,25;;;;3,25;7,5;7,5;2,8;
9451;37009451;Nam;2NT;Kha;Tot;7,2;06;029;6;5,25;;;;5;4,75;7;2,8;
9452;37009452;Nam;2NT;Kha;Tot;7,3;11;029;6,4;5,25;;;;4,75;7;7,75;2,8;
9453;37009453;Nam;2NT;Kha;Tot;6,8;06;029;5,4;6,25;;;;3;6,5;7;1,8;
9454;37009454;Nam;2NT;Kha;Tot;7,3;06;029;5,6;5,25;;;;2;5,75;6,25;3,2;
9455;37009455;Nam;2NT;Kha;Kha;7,2;06;029;6;4,5;;;;3,5;7,75;8,5;3;
9456;37009456;Nam;2NT;Kha;Tot;7,5;06;029;7;5;;;;2,75;6,5;6,75;4,4;
9457;37009457;Nam;2NT;Kha;Tot;7,1;06;029;4,8;5;4;4,75;5;;;;3,4;
9458;37009458;Nu;2NT;Kha;Tot;7,4;06;029;6;5,5;;;;4,75;6,75;6,25;2,6;
9459;37009459;Nu;2NT;Kha;Tot;7,9;06;029;6,6;6,25;;;;4,75;6,25;7,75;3,8;
9460;37009460;Nam;2NT;Kha;Tot;7,9;06;029;6,4;5,25;;;;5,25;6,25;6,75;4;
9461;37009461;Nu;2NT;Kha;Tot;7,9;06;029;7,2;7;;;;4;5,5;6,25;4;
9462;37009462;Nam;2NT;Kha;Tot;7,8;06;029;7,8;5;;;;3,5;8;8,75;4,2;
9463;37009463;Nam;2NT;Gioi;Tot;8,1;06;029;7;6;;;;4,25;6,5;8,75;4,2;
9464;37009464;Nam;2NT;Kha;Tot;7,2;06;029;4,2;3,75;;;;5,25;7,25;6,25;3,4;
9465;37009465;Nu;2NT;Kha;Tot;7,7;06;029;6,6;6,5;;;;2,25;6,5;7;4,4;
9466;37009466;Nu;2NT;Gioi;Tot;8,4;06;029;8;6,5;7,25;6,25;6;;;;5,2;
9467;37009467;Nam;2NT;Kha;Kha;7,5;06;029;7,8;5,75;7,5;7,25;5,25;;;;3,8;
9468;37009468;Nam;2NT;Kha;Tot;7,3;06;029;5,8;6,5;;;;3,75;6;7,25;3,6;
9469;37009469;Nu;2NT;Kha;Tot;7,8;06;029;7,8;7,25;;;;7,75;8;8,75;5;
9470;37009470;Nam;2NT;Gioi;Tot;8;06;029;7,6;6,25;6,5;7,5;5,75;;;;5,2;
9471;37009471;Nu;2NT;Kha;Tot;7,7;06;029;6;7;;;;2,75;6,25;6,75;4,6;
9472;37009472;Nam;2NT;Kha;Tot;7,2;06;029;5,8;5,25;;;;5;5;7;3,8;
9473;37009473;Nam;2NT;Kha;Tot;7,8;06;029;8;6;7,75;6,75;6;;;;4,4;
9474;37009474;Nam;2NT;Kha;Kha;7,5;06;029;6;6;;;;4,25;6,25;7;5;
9475;37009475;Nu;2NT;Kha;Tot;7,6;06;029;5,8;7;;;;2,75;6,5;8,5;4;
9476;37009476;Nu;2NT;Kha;Tot;7,5;06;029;7,4;7,25;;;;3,25;6,25;6,75;3,8;
9477;37009477;Nu;2NT;Kha;Tot;7,7;06;029;6,6;5,75;;;;4,5;6;8,25;5,8;
9478;37009478;Nu;2NT;Kha;Tot;7,8;06;029;6,6;6,5;;;;2,75;6;5,75;4,6;
9479;37009479;Nu;2NT;Kha;Tot;7,5;06;029;5;6;;;;3,5;6;7,25;5;
9480;37009480;Nu;2NT;Kha;Tot;8,2;06;029;8,2;6,25;7,25;5,5;5,5;;;;6,4;
9481;37009481;Nam;;Trung binh;Kha;6,8;06;070;4,2;3,75;;;;3;5,5;;;
9482;37009482;Nu;2NT;Kha;Tot;7,4;06;029;5,8;4,5;;;;3,75;7;6,5;4,2;
9483;37009483;Nu;2NT;Gioi;Tot;8,5;06;029;8,2;7,5;;;;7,25;7,75;9;4,8;
9484;37009484;Nu;2NT;Kha;Tot;7,9;06;029;5,8;7,25;;;;3,75;6;7,5;4,8;
9485;37009485;Nu;2NT;Kha;Tot;7,2;06;029;6,2;6,25;;;;3,5;6,5;7,25;2,6;
9486;37009486;Nu;2NT;Kha;Tot;7,9;06;029;6,8;2,5;6,25;4;5,25;;;;4;
9487;37009487;Nu;2NT;Kha;Tot;7,7;06;029;6;6,25;;;;2;6,25;7;3,6;
9488;37009488;Nu;2NT;Kha;Kha;7,6;06;029;7;4,5;;;;3,75;6,5;6,25;5;
9489;37009489;Nam;;Kha;Tot;7,1;06;070;5,2;4,75;;;;4;5,75;;;
9490;37009490;Nam;2NT;Kha;Tot;7,7;06;029;6,6;6,75;;;;6,75;6;7,5;6,4;
9491;37009491;Nu;2NT;Gioi;Tot;8;06;029;7,6;7,5;;;;6,5;6,5;7,25;4,8;
9492;37009492;Nu;2NT;Kha;Tot;7,8;06;029;7,8;6,25;;;;3,75;7;7,25;1,8;
9493;37009493;Nu;2NT;Kha;Tot;7,9;06;029;7,2;6,5;;;;5,75;6,5;6,5;3,6;
9494;37009494;Nam;2NT;Kha;Kha;7,4;06;029;6,8;4,5;;;;5,75;6,25;8,25;3,6;
9495;37009495;Nam;2NT;Kha;Tot;7;06;029;4,2;5;;;;5;6,75;5,5;2,4;
9496;37009496;Nam;2NT;Kha;Tot;7,1;06;029;6,4;5,75;;;;7;7,75;8,75;3,4;
9497;37009497;Nu;2NT;Kha;Tot;7,8;06;029;7,6;6;;;;2,75;5,5;7,25;4;
9498;37009498;Nam;2NT;Trung binh;Tot;6,7;06;029;4;5,5;;;;4,75;5,25;5,75;3,2;
9499;37009499;Nam;2NT;Kha;Kha;7,1;06;029;7,2;5;;;;2,75;4,25;6,5;4,6;
9500;37009500;Nam;2NT;Kha;Tot;7,6;06;029;7,2;6;;;;4,75;7,75;6,5;4,4;
9501;37009501;Nu;;Kha;Tot;7,8;06;070;6,4;7;;;;4,25;7;;;
9502;37009502;Nam;2NT;Kha;Tot;7,5;06;029;7,4;6,5;6,5;7;5,75;;;;4,6;
9503;37009503;Nam;2NT;Kha;Tot;7,5;06;029;5,8;5,5;;;;7,5;8,25;9,25;4;
9504;37009504;Nam;;Kha;Tot;7,4;06;070;5;5,5;;;;5,5;4,5;;;
9505;37009505;Nu;2NT;Kha;Tot;7,5;06;029;7,6;6,25;;;;4;5,5;7,25;3,8;
9506;37009506;Nam;2NT;Trung binh;Tot;6,6;06;029;7;5,75;;;;4;6,5;8;2,8;
9507;37009507;Nu;2NT;Kha;Tot;7,5;06;029;7,2;6,5;;;;3,75;5,5;7,5;5,6;
9508;37009508;Nu;2NT;Kha;Tot;7,7;06;029;7,4;6,25;;;;5,25;8;8,75;3,8;
9509;37009509;Nu;2NT;Kha;Tot;7,5;06;029;6;6;;;;2,5;5,25;4,25;3,8;
9510;37009510;Nu;2NT;Kha;Tot;6,9;06;029;6,6;6,75;;;;4,5;6;7,5;3,8;
9511;37009511;Nam;2NT;Kha;Tot;7,7;08;029;8,2;5,25;;;;4;8;8;5;
9512;37009512;Nam;2NT;Kha;Tot;8,1;06;029;8,4;7;;;;5,5;7,75;8,75;5,4;
9513;37009513;Nam;2NT;Kha;Tot;7,1;06;029;6;6,5;;;;6,25;6,25;6,75;4;
9514;37009514;Nam;2NT;Kha;Tot;7,6;06;070;5,4;5,5;;;;5,75;6,75;;;
9515;37009515;Nam;2NT;Kha;Tot;7,8;06;029;7,2;7,75;;;;4,75;7,25;8,5;6;
9516;37009516;Nam;2NT;Gioi;Tot;8;06;029;7,4;7,25;6,75;6;6;;;;3,4;
9517;37009517;Nam;2NT;Kha;Tot;7;06;029;4,4;6,25;;;;4,75;7,25;6,5;2,8;
9518;37009518;Nam;2NT;Kha;Tot;7,5;06;029;8,2;6,75;;;;4,75;7,5;8,5;4;
9519;37009519;Nu;2NT;Kha;Tot;7,8;06;029;7,8;6,25;;;;3,75;6,25;6,25;3,2;
9520;37009520;Nam;2NT;Kha;Kha;7,2;06;029;3,2;7;;;;4,75;6;8;4;
9521;37009521;Nam;2NT;Gioi;Tot;8,5;06;029;8;6,5;7;6,75;5;;;;6,8;
9522;37009522;Nam;2NT;Kha;Tot;7,6;06;029;7,8;6,25;;;;4,75;6,5;8,5;4,8;
9523;37009523;Nam;2NT;Kha;Kha;7,5;06;029;7,4;6,25;;;;5;6,75;9;4,4;
9524;37009524;Nu;;Kha;Tot;7,3;06;070;7,2;5,75;;;;3,75;6;;;
9525;37009525;Nu;2NT;Gioi;Tot;8,5;06;029;8,8;6,75;6,5;7,5;5,75;;;;6,4;
9526;37009526;Nu;;Trung binh;Kha;6,4;06;070;2,8;2,25;;;;3;3,25;;;
9527;37009527;Nu;2NT;Kha;Tot;7,8;06;029;6,6;5,5;;;;4,75;7,25;5,5;4,4;
9528;37009528;Nu;2NT;Gioi;Tot;8,3;06;029;7,8;6,5;;;;4,5;7,5;7,75;5;
9529;37009529;Nu;2NT;Kha;Kha;7,6;06;029;6,8;5,25;;;;3,5;5;6,5;3,4;
9530;37009530;Nam;2NT;Gioi;Tot;8;06;029;6,4;7,25;7;7;6,25;;;;3,8;
9531;37009531;Nam;2NT;Gioi;Tot;8;06;029;7,6;6,25;8,5;7;6;;;;4;
9532;37009532;Nu;2NT;Kha;Tot;7,8;06;029;7,6;6,5;;;;6,5;7;7,75;4,4;
9533;37009533;Nam;2NT;Kha;Kha;7,1;06;029;5,8;5,25;;;;4;7;5,75;2,8;
9534;37009534;Nam;2NT;Kha;Tot;7,2;06;029;6,8;5,5;;;;5;6,25;6,25;2,6;
9535;37009535;Nam;2NT;Kha;Tot;7,1;06;029;5,8;6,75;;;;4,25;8;8,25;2,4;
9536;37009536;Nam;2NT;Kha;Tot;7,2;06;029;4,4;6;;;;6,25;7,75;8;3,8;
9537;37009537;Nam;2NT;Trung binh;Kha;6,9;06;029;5;3,75;;;;3;6,75;8;4,4;
9538;37009538;Nam;2NT;Kha;Tot;6,9;06;029;4,6;4,5;;;;2,25;5,25;5,25;1,6;
9539;37009539;Nam;2NT;Kha;Tot;7,7;06;029;7,4;7,25;;;;5,5;5,75;7;5,4;
9540;37009540;Nam;2NT;Kha;Tot;7,7;06;029;7,2;5,75;;;;2,5;6,5;8,5;3;
9541;37009541;Nu;2NT;Kha;Tot;7,4;06;029;7,8;6,5;;;;2,5;6,25;5,75;3,6;
9542;37009542;Nu;2NT;Kha;Kha;7,4;06;029;5,8;6,25;;;;4,75;8;7;5;
9543;37009543;Nu;2NT;Kha;Tot;7,7;06;029;8,2;6;;;;3,75;7,25;8;3,8;
9544;37009544;Nu;2NT;Kha;Tot;7,8;06;029;7,4;7,25;;;;3,25;5,25;5,75;4,6;
9545;37009545;Nu;2NT;Gioi;Tot;8,1;06;029;8,6;7;;;;5,75;6,75;7,25;4,8;
9546;37009546;Nu;2NT;Kha;Tot;7,6;06;029;6,6;6,25;;;;3,75;6,25;5,25;4;
9547;37009547;Nu;2NT;Gioi;Tot;8,1;06;029;7,4;8;;;;5,25;6,5;7,25;3,6;
9548;37009548;Nu;2NT;Kha;Tot;7,6;06;029;7,2;5,25;;;;2,75;5,5;6,75;4;
9549;37009549;Nu;2NT;Kha;Tot;7,6;06;029;7;5,25;;;;2,75;6,75;8,25;3,6;
9550;37009550;Nu;2NT;Kha;Tot;7,9;06;029;7,8;6,5;;;;5,5;6,75;8,5;4,4;
9551;37009551;Nam;;Trung binh;Tot;7;06;070;5,6;4,25;;;;3,25;5,25;;;
9552;37009552;Nam;2NT;Kha;Tot;7,7;06;029;7,8;5,25;7,5;6,5;4;;;;3,8;
9553;37009553;Nam;2NT;Kha;Tot;7,5;06;029;6,8;5,5;;;;4;5,5;8;3,8;
9554;37009554;Nam;2NT;Kha;Tot;7,7;06;029;6,4;6;;;;3,25;5,75;6,75;4,8;
9555;37009555;Nu;2NT;Kha;Kha;7,9;06;029;7,4;6,25;;;;3;6,75;7,5;3;
9556;37009556;Nu;2NT;Kha;Kha;8;06;029;7;6,75;;;;5,25;7,5;8,75;8;
9557;37009557;Nam;2NT;Kha;Tot;7,2;06;029;7,2;6;;;;2,75;7,75;7;3,2;
9558;37009558;Nam;;Trung binh;Tot;6,4;06;070;3;4,25;;;;4,25;6;;;
9559;37009559;Nu;2NT;Kha;Tot;8,1;06;029;7,4;7;;;;3;5;7,25;5;
9560;37009560;Nam;2NT;Kha;Tot;7,6;06;029;3,8;6,75;;;;2,75;7,25;7;4;
9561;37009561;Nu;2NT;Gioi;Tot;8,3;06;029;7,8;7;;;;5,25;7,5;7,75;4,2;
9562;37009562;Nam;2NT;Trung binh;Kha;6,7;06;029;5,8;4,5;;;;3;5,75;7,75;4;
9563;37009563;Nam;;Trung binh;Kha;6,7;06;070;4;4,5;;;;4,5;5,75;;;
9564;37009564;Nam;2NT;Trung binh;Tot;7,2;06;029;7,4;5,75;;;;5;6,75;7,75;2,8;
9565;37009565;Nam;2NT;Kha;Tot;7;06;029;5,8;6;;;;7,5;7;8,25;4;
9566;37009566;Nam;1;Trung binh;Tot;6,5;06;070;5,4;4,75;;;;4;7;;;
9567;37009567;Nu;2NT;Kha;Kha;7,5;06;029;5,2;4;;;;3,5;6;8,25;3,2;
9568;37009568;Nam;2NT;Kha;Tot;7,3;06;029;8,4;6,75;;;;5,25;7,5;7,5;4,2;
9569;37009569;Nu;2NT;Kha;Tot;7,9;06;029;6,6;6;;;;3,75;6,5;8;4,4;
9570;37009570;Nu;;Kha;Tot;7,6;11;070;5,8;7;;;;5;6,75;;;
9571;37009571;Nu;2NT;Kha;Tot;7,8;06;029;7,4;7,5;;;;4,75;8,25;8,25;4,6;
9572;37009572;Nu;2NT;Kha;Tot;7,8;06;029;6,4;7,25;;;;4,75;4,75;6,5;4;
9573;37009573;Nu;;Trung binh;Tot;7,2;06;070;5,4;4,5;;;;3,5;5,75;;;
9574;37009574;Nu;2NT;Kha;Tot;7,7;06;029;7;6,5;;;;5,5;7,25;8,75;5;
9575;37009575;Nu;2NT;Kha;Tot;8;06;029;7,4;7;;;;5,5;7;6,5;5,2;
9576;37009576;Nu;2NT;Kha;Tot;7,6;06;029;6;5,25;;;;3,25;6,75;8;4,2;
9577;37009577;Nu;2NT;Kha;Kha;7,5;06;029;7,4;7,5;;;;4,75;5,5;6,5;4,2;
9578;37009578;Nam;2NT;Trung binh;Kha;7;06;029;4,8;5,5;;;;7,25;6,75;7,25;4,8;
9579;37009579;Nu;2NT;Kha;Tot;8;06;029;8;7,75;;;;3,5;6,25;8,75;4,6;
9580;37009580;Nu;;Kha;Tot;7,7;06;070;5,8;6;;;;4;5,5;;;
9581;37009581;Nu;2NT;Kha;Tot;7,1;06;029;5;6,25;;;;3,5;7,75;7,5;4,8;
9582;37009582;Nu;2NT;Trung binh;Tot;6,8;06;029;6,2;5,5;;;;3,25;4,75;5,5;3;
9583;37009583;Nam;2NT;Kha;Kha;7,6;06;029;7,2;5,5;;;;3,75;6,25;5,25;4;
9584;37009584;Nam;2NT;Kha;Tot;7,1;06;029;7,6;5,5;;;;4;5,75;7,5;3,2;
9585;37009585;Nam;2NT;Kha;Tot;7,3;06;029;5;6,25;;;;8;7,75;8,75;4,2;
